hotelcode,min,max,Diff_Min,Diff_Max,Score
4941869,24.02,33.63,0.597,0.833,0.71
4943593,60.03,139.39,0.176,0.269,0.22
4943595,158.74,381.75,0.977,1.023,1.00
4943597,102.66,268.03,0.322,0.417,0.37
4943599,79.87,196.65,0.056,0.036,0.05
4943606,109.5,255.18,0.402,0.348,0.37
4943614,62.89,160.97,0.143,0.154,0.15
4943615,76.25,178.46,0.013,0.061,0.04
4943616,71.73,152.7,0.039,0.198,0.12
4943618,97.94,175.81,0.267,0.075,0.17
4943632,74,155.72,0.013,0.182,0.10
4943657,49.23,110.51,0.302,0.423,0.36
4943659,110.61,234.08,0.415,0.236,0.33
4943661,84.39,232.69,0.109,0.228,0.17
4945963,120.38,120.38,0.529,0.370,0.45
4947404,93.34,136.21,0.213,0.286,0.25
4947707,79.65,199.57,0.053,0.052,0.05
4949734,86.09,850.15,0.128,3.518,1.82
4973994,240.04,283.71,1.926,0.500,1.21
4990494,124.59,329.45,0.578,0.744,0.66
4990598,65.72,167.95,0.110,0.117,0.11
4996138,170.89,252.16,1.118,0.332,0.73
4996803,123.63,489.47,0.567,1.596,1.08
4997749,75.35,95.44,0.003,0.503,0.25
4998414,134.31,170.13,0.691,0.105,0.40
4998732,122.27,229.96,0.551,0.213,0.38
5000173,219.07,282.36,1.680,0.493,1.09
5027936,55.12,92.92,0.233,0.516,0.37
5028024,200.63,284.05,1.465,0.502,0.98
5028030,90.13,356.68,0.175,0.888,0.53
5028032,46.46,99.33,0.334,0.482,0.41
5028314,50.23,88.41,0.290,0.540,0.42
5029373,65.44,170.14,0.113,0.105,0.11
5058381,62.33,121.56,0.149,0.364,0.26
5059862,104.48,199.92,0.343,0.053,0.20
5059869,112.98,189.01,0.442,0.005,0.22
5059870,108.75,187.09,0.393,0.015,0.20
5059878,127.58,240.1,0.612,0.267,0.44
5059879,73.91,121.43,0.014,0.365,0.19
5059885,105.97,218.45,0.360,0.152,0.26
5059892,74.97,183.73,0.002,0.033,0.02
5059895,67.31,188.87,0.091,0.005,0.05
5059912,55.25,86.53,0.232,0.551,0.39
5061518,63.67,180.94,0.133,0.048,0.09
5104594,75.31,133.41,0.002,0.301,0.15
5104595,109.82,173.18,0.405,0.089,0.25
5110408,70.79,140.06,0.050,0.265,0.16
5110409,93.98,199.58,0.220,0.052,0.14
5164988,68.64,137.27,0.075,0.280,0.18
5166795,60.28,80.37,0.173,0.583,0.38
5171877,150.04,203.28,0.875,0.071,0.47
5172615,75.35,86.4,0.003,0.551,0.28
5175726,20.13,43.62,0.642,0.779,0.71
5178910,90.42,354.64,0.179,0.878,0.53
5180434,84.99,129.4,0.115,0.322,0.22
5185035,43.08,158.39,0.374,0.168,0.27
5185288,52.8,116.16,0.260,0.393,0.33
5189764,55.64,108.3,0.227,0.435,0.33
5192877,211.19,211.19,1.588,0.114,0.85
5197811,121.09,182.58,0.537,0.039,0.29
5203718,106.84,237.96,0.370,0.256,0.31
5209833,64.03,102.24,0.129,0.467,0.30
5214700,95.03,179.51,0.233,0.055,0.14
5215626,26.62,54.36,0.566,0.722,0.64
5225624,45.14,168.53,0.350,0.114,0.23
5234412,65.92,75.62,0.107,0.609,0.36
5235540,35.52,54.81,0.462,0.720,0.59
5238422,108.97,337.05,0.395,0.784,0.59
5239004,68.16,93.99,0.081,0.511,0.30
5239509,36.96,68.64,0.445,0.646,0.55
5244035,120.46,170.65,0.529,0.103,0.32
5248033,90.23,125.21,0.177,0.345,0.26
5248530,84.48,263.98,0.109,0.395,0.25
5255245,130.6,298.38,0.648,0.578,0.61
5257863,79.37,79.37,0.050,0.589,0.32
5258734,39.29,39.29,0.418,0.803,0.61
5262164,52.34,267.96,0.266,0.416,0.34
5264536,125.58,125.58,0.589,0.343,0.47
5265045,60.28,70.33,0.173,0.637,0.41
5275635,73.91,142.55,0.014,0.252,0.13
5277359,126.71,147.83,0.602,0.224,0.41
5279212,55.25,100.46,0.232,0.477,0.35
5286332,105.59,126.71,0.356,0.337,0.35
5288246,65.3,65.3,0.114,0.664,0.39
5294577,58.07,72.86,0.199,0.624,0.41
5302869,23.36,34.08,0.604,0.831,0.72
5303051,80.37,130.6,0.062,0.316,0.19
5303777,28.55,33.31,0.544,0.835,0.69
5341829,58.43,68.15,0.195,0.649,0.42
5342523,60.19,89.75,0.174,0.534,0.35
5350806,73.43,133.23,0.020,0.302,0.16
5367387,101.29,132.61,0.306,0.306,0.31
5367759,90.99,132.22,0.186,0.308,0.25
5371592,60.78,109.94,0.167,0.427,0.30
5436456,152.94,210.13,0.909,0.108,0.51
5439367,120.55,349.41,0.531,0.851,0.69
5467529,56.14,222.8,0.221,0.176,0.20
5532304,147.3,353.74,0.843,0.874,0.86
5532742,54.49,77.29,0.241,0.601,0.42
5547944,45.4,83.42,0.347,0.568,0.46
5551188,52.27,93.28,0.267,0.515,0.39
5641107,50.37,76.03,0.289,0.608,0.45
5649845,83.38,162.19,0.097,0.148,0.12
5659063,268.2,631.44,2.254,2.356,2.30
5659871,63.3,63.3,0.138,0.675,0.41
5669007,111.54,390.4,0.425,1.070,0.75
5675092,120.12,291.17,0.526,0.540,0.53
5685829,60.8,103.22,0.167,0.462,0.31
5703429,95.03,117.66,0.233,0.385,0.31
5710272,54.85,151.97,0.236,0.202,0.22
5710288,170,315.72,1.108,0.671,0.89
5718614,136.21,173.17,0.713,0.089,0.40
5718615,51.74,105.59,0.273,0.450,0.36
5727914,157.99,530.45,0.967,1.816,1.39
5729270,42.69,58.56,0.378,0.700,0.54
5736590,105.04,158.02,0.349,0.170,0.26
5743663,63.51,146.71,0.135,0.230,0.18
5746720,85.39,85.39,0.120,0.557,0.34
5768488,100.64,100.64,0.298,0.476,0.39
5769038,59.28,241.11,0.185,0.273,0.23
5769404,91.92,164.22,0.196,0.137,0.17
5770128,109.5,159.74,0.401,0.161,0.28
5770615,81.01,117.34,0.069,0.387,0.23
5770921,58.77,100.46,0.191,0.477,0.33
5781210,153.71,1702.85,0.917,8.064,4.49
5787022,24.28,70.73,0.593,0.635,0.61
5794237,190.07,391.54,1.342,1.075,1.21
5811317,77.04,263.08,0.023,0.390,0.21
5811324,94.38,236.46,0.225,0.248,0.24
5811325,95.69,253.04,0.240,0.337,0.29
5811327,101.32,340.8,0.306,0.804,0.56
5811343,83.01,294.26,0.092,0.556,0.32
5811345,119.68,301.74,0.520,0.596,0.56
5813296,61.77,199.57,0.156,0.052,0.10
5813461,63.69,133.62,0.133,0.300,0.22
5821649,82.38,102.48,0.085,0.466,0.28
5823315,45.66,68.49,0.344,0.647,0.50
5824750,65.2,109.4,0.116,0.429,0.27
5824755,87.65,242.87,0.146,0.282,0.21
5834561,98.45,98.45,0.273,0.487,0.38
5835182,55.51,105.49,0.229,0.450,0.34
5835237,61.11,175.08,0.163,0.079,0.12
5835273,63.34,197.78,0.137,0.042,0.09
5837210,68.81,148.41,0.073,0.221,0.15
5837237,94.84,259.2,0.230,0.369,0.30
5837296,76,160.56,0.011,0.156,0.08
5837310,156.27,340.62,0.947,0.803,0.88
5859805,99.34,356.82,0.283,0.889,0.59
5860324,25.45,76.36,0.580,0.605,0.59
5861059,60.93,81.59,0.165,0.577,0.37
5862556,57.02,104.54,0.211,0.455,0.33
5862579,91.89,209.97,0.196,0.107,0.15
5862597,484.67,780.33,4.778,3.145,3.96
5862618,70.74,140.44,0.051,0.263,0.16
5867067,60.83,212.93,0.166,0.123,0.14
5867900,33.31,71.39,0.488,0.631,0.56
5867978,84.19,134.84,0.106,0.293,0.20
5868217,89.75,89.75,0.171,0.533,0.35
5873743,85.74,204.78,0.124,0.079,0.10
5878155,250.25,674.73,2.043,2.582,2.31
5878401,78.53,227.22,0.040,0.199,0.12
5878502,73.84,100.18,0.015,0.478,0.25
5880557,75.09,184.85,0.000,0.027,0.01
5883526,93.76,161.9,0.218,0.149,0.18
5891200,92.77,257.06,0.206,0.358,0.28
5892401,93.49,247.32,0.215,0.306,0.26
5896498,77.71,128.83,0.030,0.325,0.18
5905802,152.05,152.05,0.898,0.201,0.55
5907458,58.92,90.42,0.189,0.530,0.36
5911992,66.52,73.91,0.100,0.618,0.36
5913415,30.28,50.46,0.523,0.743,0.63
5921544,79.07,160.05,0.046,0.159,0.10
5924446,92.92,196.4,0.208,0.035,0.12
5924858,71.27,102.24,0.045,0.467,0.26
5925648,69,145.49,0.071,0.237,0.15
5925665,86.47,205.12,0.133,0.081,0.11
5925673,201.82,407.63,1.478,1.160,1.32
5925706,100.34,154.61,0.294,0.188,0.24
5933676,87.43,276.23,0.144,0.460,0.30
5943546,239.1,278.28,1.912,0.471,1.19
5944349,347.29,695.74,3.173,2.694,2.93
5944733,92.92,249.2,0.208,0.316,0.26
5945333,181.84,313.45,1.244,0.658,0.95
5961345,60.28,237.1,0.173,0.251,0.21
5966938,176.82,335.95,1.185,0.778,0.98
5986609,60.93,127.21,0.165,0.334,0.25
6114163,92.95,129.1,0.208,0.324,0.27
6125201,41.19,180.83,0.395,0.048,0.22
6125590,64.29,302.3,0.126,0.598,0.36
6130060,213.82,395.97,1.616,1.097,1.36
6149654,79.84,169.82,0.055,0.107,0.08
6166077,72.89,188.66,0.026,0.006,0.02
6170134,55.42,135.42,0.229,0.290,0.26
6170546,80.47,175.31,0.063,0.078,0.07
6176696,108.5,224.04,0.389,0.182,0.29
6180205,388.74,409.46,3.653,1.169,2.41
6180257,108.9,253.17,0.394,0.337,0.37
6180886,34.91,152.94,0.468,0.197,0.33
6190929,304.02,314.29,2.666,0.662,1.66
6203814,143.01,380.13,0.791,1.012,0.90
6250152,179.83,316.46,1.219,0.673,0.95
6251510,64.14,179.71,0.128,0.054,0.09
6252472,152.05,197.67,0.896,0.041,0.47
6253782,54.74,114.64,0.237,0.400,0.32
6258022,56.12,98.35,0.221,0.487,0.35
6258569,68.64,131.99,0.075,0.308,0.19
6262408,116.08,190.88,0.477,0.005,0.24
6280950,65.57,167.89,0.111,0.117,0.11
6281111,98.35,247.09,0.271,0.304,0.29
6325213,114.06,256.09,0.454,0.352,0.40
6341670,50.68,95.03,0.284,0.505,0.39
6343677,70.33,110.51,0.056,0.422,0.24
6344698,149.19,176.82,0.863,0.069,0.47
6347499,65.37,111.07,0.113,0.419,0.27
6348131,78.36,230.06,0.038,0.214,0.13
6357522,58.53,132.2,0.193,0.307,0.25
6357803,87.79,113.6,0.148,0.406,0.28
6366545,32.27,68.77,0.499,0.645,0.57
6367833,63.29,63.29,0.138,0.674,0.41
6376175,137.36,228.25,0.725,0.204,0.46
6376788,20.55,119.39,0.635,0.375,0.51
6379190,193.89,219.01,1.383,0.155,0.77
6380546,63.29,195.9,0.137,0.032,0.08
6384805,51.22,65.73,0.278,0.661,0.47
6385239,45.92,67.83,0.340,0.650,0.49
6389301,48.23,60.28,0.313,0.690,0.50
6393493,149.69,336.56,0.868,0.781,0.82
6393637,44.2,85.39,0.360,0.556,0.46
6394630,35.41,35.41,0.462,0.822,0.64
6404972,71.94,103.21,0.037,0.461,0.25
6405041,84.58,189.01,0.110,0.005,0.06
6405050,70.73,87.3,0.051,0.546,0.30
6405900,71,119.55,0.048,0.375,0.21
6406082,89.14,109.47,0.164,0.428,0.30
6406083,63.36,196.7,0.137,0.036,0.09
6410720,79.19,89.75,0.048,0.533,0.29
6417889,45.98,93.16,0.339,0.515,0.43
6419874,60.28,60.28,0.173,0.690,0.43
6422065,32.5,86.67,0.496,0.550,0.52
6422524,73.91,95.03,0.014,0.505,0.26
6423108,84.48,116.16,0.109,0.393,0.25
6424127,101.37,202.74,0.306,0.069,0.19
6425880,45.56,914.91,0.344,3.861,2.10
6427313,58.35,187.87,0.195,0.011,0.10
6427402,102.24,215.86,0.316,0.138,0.23
6429134,86.16,210.13,0.129,0.108,0.12
6429136,273.48,379.08,2.310,1.007,1.66
6429903,51.72,57.46,0.272,0.705,0.49
6429912,69.15,131.51,0.069,0.311,0.19
6429914,57.84,98.35,0.201,0.487,0.34
6431056,107.55,107.55,0.378,0.438,0.41
6432420,51.02,124.21,0.280,0.350,0.32
6460910,51.53,85.39,0.275,0.557,0.42
6477411,88.41,110.51,0.155,0.423,0.29
6477444,37.11,117.59,0.443,0.385,0.41
6481474,115.57,251.7,0.471,0.329,0.40
6482013,115.87,139.34,0.475,0.269,0.37
6491407,86.88,142.66,0.137,0.252,0.19
6493795,69.31,150.28,0.067,0.211,0.14
6494710,66.26,164.85,0.103,0.133,0.12
6497237,70.33,111.01,0.056,0.420,0.24
6497278,81.33,501.64,0.073,1.660,0.87
6502213,40.21,102.38,0.406,0.466,0.44
6503078,137.7,137.7,0.729,0.278,0.50
6509044,62.38,10163.49,0.148,52.767,26.46
6509499,71.83,132.61,0.038,0.303,0.17
6519792,53.6,110.51,0.250,0.420,0.34
6519986,52.72,115.58,0.261,0.393,0.33
6525668,50.68,76.03,0.285,0.602,0.44
6525965,61.06,161.24,0.164,0.152,0.16
6526261,76.86,145.67,0.021,0.234,0.13
6536309,116.99,172.79,0.488,0.090,0.29
6537481,12.06,12.06,0.735,0.941,0.84
6542442,81.38,108.5,0.073,0.431,0.25
6543070,43.63,48.01,0.367,0.751,0.56
6543146,136.85,304.11,0.720,0.605,0.66
6545854,64.54,2312.65,0.123,11.220,5.67
6546021,94.25,285.61,0.223,0.506,0.36
6548466,30.06,84.59,0.525,0.557,0.54
6548946,108.9,128.99,0.394,0.322,0.36
6558683,80.81,106.11,0.067,0.443,0.25
6568769,214.99,472.18,1.630,1.492,1.56
6571466,86.83,102.62,0.137,0.461,0.30
6578078,126.92,278.22,0.604,0.467,0.54
6579831,66.38,154.24,0.102,0.188,0.14
6580423,98.33,189.18,0.271,0.004,0.14
6580508,61.85,115.4,0.154,0.394,0.27
6580624,82.48,136.58,0.086,0.282,0.18
6582086,90.68,10382.98,0.182,53.512,26.85
6582863,121.18,247.54,0.537,0.303,0.42
6589758,61.84,243.02,0.154,0.279,0.22
6592115,104.54,210.13,0.343,0.106,0.22
6592302,62.7,220.42,0.144,0.160,0.15
6592923,50.64,73.33,0.285,0.612,0.45
6592926,768.54,1062.37,8.071,4.578,6.32
6592929,40.69,93.44,0.401,0.506,0.45
6592937,42.55,66.86,0.379,0.646,0.51
6592994,30.58,101.52,0.518,0.464,0.49
6593126,38.83,1311.71,0.422,5.883,3.15
6597336,62.55,119.89,0.146,0.367,0.26
6597516,103.22,240.82,0.327,0.267,0.30
6597545,103.22,134.49,0.327,0.290,0.31
6598077,19.5,37.12,0.647,0.801,0.72
6599262,113.37,213.73,0.446,0.125,0.29
6599859,22.83,22.83,0.609,0.876,0.74
6599877,22.5,37.06,0.613,0.802,0.71
6601324,50.57,103.62,0.286,0.453,0.37
6601364,41.62,180.91,0.390,0.047,0.22
6615569,130.68,280.72,0.647,0.477,0.56
6622107,57.18,156.37,0.209,0.176,0.19
6626945,65.74,162.67,0.109,0.143,0.13
6627525,101.32,252.01,0.305,0.326,0.32
6629907,50.81,68.21,0.283,0.638,0.46
6629975,65.64,82.22,0.110,0.565,0.34
6630170,37.81,115.21,0.434,0.392,0.41
6631054,60.63,98.91,0.169,0.477,0.32
6631058,42.51,74.8,0.380,0.604,0.49
6631071,40.42,92.83,0.404,0.509,0.46
6631074,48.5,108.5,0.310,0.427,0.37
6631075,63.66,150.69,0.133,0.206,0.17
6631076,50.66,94.94,0.285,0.498,0.39
6631078,59.68,89.67,0.180,0.526,0.35
6631079,41.19,58.27,0.395,0.691,0.54
6631080,62.65,68.32,0.145,0.638,0.39
6633677,94.07,121.87,0.221,0.357,0.29
6634146,37.18,87.79,0.442,0.536,0.49
6634342,76.43,174.54,0.016,0.081,0.05
6634499,91.92,122.9,0.196,0.352,0.27
6634692,60.93,71.27,0.165,0.623,0.39
6634882,65.84,170.42,0.108,0.102,0.11
6635840,98.12,123.84,0.268,0.347,0.31
6635873,87.79,190.03,0.148,0.001,0.07
6636523,105.48,105.48,0.354,0.443,0.40
6636760,139.95,139.95,0.756,0.262,0.51
6639417,108.5,118.54,0.389,0.375,0.38
6640086,80.37,80.37,0.061,0.575,0.32
6640193,73.33,121.56,0.021,0.359,0.19
6640319,76.31,169.55,0.014,0.107,0.06
6640448,69.29,69.29,0.068,0.633,0.35
6640505,95.44,110.51,0.237,0.417,0.33
6642728,101.37,120.38,0.306,0.365,0.34
6643260,47.52,68.64,0.321,0.637,0.48
6645882,45.21,60.28,0.348,0.681,0.51
6646013,82.36,114.04,0.085,0.399,0.24
6646208,25.12,54.25,0.583,0.713,0.65
6647803,62.3,83.41,0.149,0.560,0.35
6650784,119.32,258.71,0.515,0.362,0.44
6654127,62.28,104.49,0.149,0.449,0.30
6655359,53.24,70.33,0.255,0.628,0.44
6655860,72.33,72.33,0.032,0.618,0.33
6655928,98.45,126.59,0.272,0.333,0.30
6656361,130.6,130.6,0.647,0.312,0.48
6656372,65.42,165.32,0.113,0.129,0.12
6656988,78.24,78.24,0.037,0.587,0.31
6658065,72.58,125.58,0.029,0.338,0.18
6658897,235.08,723.34,1.864,2.804,2.33
6659383,45.21,90.42,0.348,0.523,0.44
6659444,70.05,140.11,0.059,0.262,0.16
6661209,101.37,126.71,0.306,0.332,0.32
6661299,44.35,63.36,0.358,0.665,0.51
6661443,38.01,83.41,0.432,0.560,0.50
6661578,52.8,79.19,0.260,0.582,0.42
6661691,77.29,107.7,0.026,0.432,0.23
6661810,79.19,89.75,0.048,0.527,0.29
6661951,89.75,146.77,0.171,0.227,0.20
6662659,126.71,126.71,0.602,0.332,0.47
6662913,206.17,374.59,1.528,0.971,1.25
6663243,76.03,126.71,0.011,0.332,0.17
6665386,136.31,136.31,0.713,0.282,0.50
6665907,66.21,145.72,0.104,0.232,0.17
6666733,99.37,204.85,0.283,0.079,0.18
6669425,83.53,136.21,0.098,0.282,0.19
6671893,85.26,89.75,0.118,0.527,0.32
6672114,117.84,315.72,0.498,0.662,0.58
6676531,37.39,67.76,0.439,0.642,0.54
6677819,107.77,189.88,0.381,0.000,0.19
6677902,110.02,333.89,0.407,0.757,0.58
6680455,44.2,77.36,0.360,0.592,0.48
6683524,132.61,165.76,0.670,0.127,0.40
6695929,115.58,163.12,0.472,0.141,0.31
6698306,161.48,297.72,1.006,0.567,0.79
6704723,50.23,90.42,0.290,0.523,0.41
6705258,72.1,251.15,0.035,0.322,0.18
6706118,56.54,66.82,0.216,0.647,0.43
6706128,38.68,87.4,0.424,0.539,0.48
6706657,44.2,71.63,0.360,0.622,0.49
6706823,60.28,102.48,0.173,0.460,0.32
6707044,26.18,54.73,0.570,0.711,0.64
6708134,63.29,277.28,0.138,0.460,0.30
6708401,35.16,70.33,0.466,0.629,0.55
6710791,55.25,132.61,0.231,0.301,0.27
6711055,66.31,99.46,0.102,0.476,0.29
6711912,53.6,53.6,0.251,0.717,0.48
6712162,35.41,64.19,0.463,0.661,0.56
6713923,29.23,127.86,0.535,0.326,0.43
6720238,35.83,35.83,0.458,0.811,0.63
6720555,92.83,214.39,0.207,0.129,0.17
6720898,117.81,591.4,0.498,2.113,1.31
6720912,84.94,122.54,0.115,0.354,0.23
6720922,116.62,501.65,0.484,1.640,1.06
6720938,49.17,127.61,0.302,0.328,0.31
6720946,132.17,196.11,0.665,0.033,0.35
6720987,124.32,1795.15,0.574,8.437,4.51
6720996,116.41,419.13,0.482,1.205,0.84
6723036,85.52,301.73,0.121,0.588,0.35
6724171,139.58,241.67,0.752,0.272,0.51
6724194,66.52,135.16,0.100,0.288,0.19
6724288,283.3,325.51,2.426,0.713,1.57
6724302,63.36,147.83,0.137,0.221,0.18
6724339,73.33,116.71,0.021,0.384,0.20
6724356,140.57,319.37,0.763,0.680,0.72
6724839,38.07,67.82,0.432,0.641,0.54
6730082,64.25,202.27,0.126,0.065,0.10
6730257,57.11,208.93,0.210,0.100,0.15
6731875,208.88,245.37,1.559,0.292,0.93
6732449,50.91,104.03,0.282,0.451,0.37
6734007,41.42,50.62,0.393,0.732,0.56
6738635,39.04,72.31,0.420,0.618,0.52
6750584,180.13,963.92,1.224,4.066,2.64
6750836,36.84,66.31,0.446,0.649,0.55
6751093,71.58,176.82,0.041,0.069,0.05
6751153,70.61,242.31,0.052,0.275,0.16
6751215,62.48,296.77,0.147,0.561,0.35
6755383,200.62,359.01,1.463,0.888,1.18
6755386,61.24,90.81,0.162,0.520,0.34
6755391,68.64,153.1,0.075,0.193,0.13
6755394,223.49,565.08,1.729,1.970,1.85
6755396,74.23,157.34,0.010,0.171,0.09
6755427,125.44,232.3,0.587,0.223,0.40
6755440,172.64,211.18,1.136,0.112,0.62
6755527,112.9,228.94,0.440,0.205,0.32
6758921,165.53,209.08,1.053,0.101,0.58
6759025,57.07,179.22,0.210,0.056,0.13
6759135,148.64,187.57,0.857,0.012,0.43
6807342,76.36,102.48,0.015,0.459,0.24
6811571,105.41,212,0.353,0.116,0.23
6811573,103.67,144.09,0.333,0.240,0.29
6812873,33.79,50.68,0.481,0.731,0.61
6841308,79.62,119.48,0.053,0.370,0.21
6845879,125.58,125.58,0.588,0.338,0.46
6846852,85.26,110.87,0.118,0.415,0.27
6847613,120.55,120.55,0.529,0.364,0.45
6847702,68.15,175.26,0.081,0.077,0.08
6847984,53.04,62.99,0.257,0.667,0.46
6848073,80.37,155.72,0.061,0.179,0.12
6848181,70.33,70.33,0.056,0.628,0.34
6848909,76.03,126.71,0.011,0.332,0.17
6851742,119.8,152.85,0.521,0.195,0.36
6851803,71.85,71.85,0.038,0.620,0.33
6853238,86.3,151.6,0.130,0.201,0.17
6853253,88.41,157.99,0.155,0.168,0.16
6853261,64.29,74.34,0.126,0.607,0.37
6856778,78.46,287.32,0.039,0.512,0.28
6857432,54.91,165.78,0.235,0.127,0.18
6866920,54.91,198.52,0.235,0.045,0.14
6867787,80.37,80.37,0.061,0.576,0.32
6868725,83.65,315.01,0.100,0.658,0.38
6871354,172.02,271.06,1.129,0.427,0.78
6871553,82.32,131.88,0.084,0.305,0.19
6872167,86.85,130.27,0.137,0.313,0.23
6872911,41.33,103.55,0.393,0.454,0.42
6880315,63.01,102.4,0.141,0.460,0.30
6880682,94.39,165.62,0.225,0.128,0.18
6880805,71.83,81.88,0.038,0.568,0.30
6881583,96.44,313.45,0.249,0.649,0.45
6883882,111.32,111.32,0.422,0.413,0.42
6885016,22.49,76.17,0.613,0.598,0.61
6885026,159.74,215.99,0.986,0.137,0.56
6885158,38.18,90.42,0.430,0.523,0.48
6885597,75.35,75.35,0.003,0.602,0.30
6885695,58.27,81.38,0.196,0.570,0.38
6885820,58.87,136.32,0.189,0.282,0.24
6885868,68.68,68.68,0.075,0.637,0.36
6886583,41.86,48.68,0.387,0.742,0.56
6886815,76.43,98.12,0.015,0.483,0.25
6888343,89.17,259.27,0.164,0.365,0.26
6888647,40.18,90.42,0.407,0.523,0.46
6890178,100.46,100.46,0.296,0.470,0.38
6890214,113.53,113.53,0.448,0.402,0.42
6890835,88.41,116.53,0.155,0.386,0.27
6891398,90.42,120.55,0.179,0.365,0.27
6891854,284.02,450.36,2.434,1.370,1.90
6893599,68.32,68.32,0.079,0.639,0.36
6894847,63.36,79.19,0.137,0.582,0.36
6895174,25.87,46.26,0.574,0.755,0.66
6896212,67.76,83.4,0.086,0.560,0.32
6899719,351.51,351.51,3.219,0.850,2.03
6900097,29.13,65.3,0.535,0.655,0.60
6900098,85.39,145.57,0.120,0.233,0.18
6901685,40.18,78.36,0.407,0.587,0.50
6901808,55.25,105.48,0.231,0.444,0.34
6901907,250.04,263.2,2.037,0.386,1.21
6903922,58.43,176.23,0.194,0.072,0.13
6904614,75.1,131.33,0.000,0.308,0.15
6904980,14.28,85.66,0.708,0.548,0.63
6907052,46.59,87.3,0.332,0.540,0.44
6907346,28.6,165.52,0.542,0.128,0.33
6910585,90.88,240.64,0.184,0.267,0.23
6913880,164.56,179.08,1.042,0.057,0.55
6914503,59.2,78.94,0.185,0.584,0.38
6914872,91.09,137.73,0.186,0.274,0.23
6915023,42.06,77.09,0.385,0.594,0.49
6915612,96.32,262.58,0.247,0.383,0.31
6916145,40.28,91.92,0.406,0.516,0.46
6917145,50.23,65.3,0.290,0.656,0.47
6917273,70.33,100.46,0.056,0.471,0.26
6918802,109.15,140.4,0.397,0.260,0.33
6919000,126.59,187.87,0.600,0.011,0.31
6930706,64.42,178.67,0.124,0.059,0.09
6932504,139.23,218.1,0.747,0.149,0.45
6934785,80.47,129.59,0.063,0.317,0.19
6935550,118.58,177.87,0.506,0.063,0.28
6935716,46.91,59.95,0.328,0.684,0.51
6946018,54.74,65.07,0.237,0.657,0.45
6946129,64.14,138.5,0.128,0.271,0.20
6946327,126.52,135.3,0.599,0.287,0.44
6946382,56.8,69.2,0.213,0.635,0.42
6946815,31.77,52.4,0.505,0.724,0.61
6947194,68.31,157.73,0.079,0.169,0.12
6947960,108.84,339.13,0.393,0.786,0.59
6948032,170.39,260.8,1.110,0.373,0.74
6948096,26.57,80.69,0.565,0.575,0.57
6948932,50.68,106.12,0.285,0.441,0.36
6948933,131.99,184.26,0.663,0.030,0.35
6948936,76.35,109.5,0.015,0.423,0.22
6948937,30.24,57.27,0.523,0.698,0.61
6948938,82.38,105.49,0.085,0.445,0.26
6949418,52.78,64.33,0.260,0.661,0.46
6949865,59.14,139.38,0.186,0.266,0.23
6951223,170.79,210.97,1.115,0.111,0.61
6953595,45.52,131.65,0.345,0.307,0.33
6953673,43.99,85.88,0.362,0.548,0.46
6953822,74,103.21,0.013,0.457,0.23
6956246,75.29,120.84,0.002,0.364,0.18
6963641,66.74,75.35,0.097,0.603,0.35
6963642,82.73,138.27,0.089,0.272,0.18
6963651,56.75,85.2,0.214,0.552,0.38
6980684,132.61,291.38,0.670,0.535,0.60
6986740,100.5,18083.36,0.296,93.207,46.75
6988959,55.45,55.45,0.229,0.700,0.46
6989721,100.09,225.19,0.291,0.184,0.24
6989757,62.55,104.25,0.146,0.446,0.30
6989997,69.44,177.58,0.066,0.064,0.07
6989999,18.87,18.87,0.655,0.891,0.77
6990677,348.48,580.8,3.185,2.036,2.61
6992222,78.66,101.07,0.041,0.463,0.25
6992236,38.73,119.52,0.424,0.367,0.40
6992681,40.45,65.9,0.404,0.646,0.52
6994023,73.43,214.99,0.019,0.131,0.08
6994083,19.07,57.7,0.653,0.689,0.67
6994668,60.78,193.94,0.167,0.021,0.09
6995689,54.74,90.88,0.237,0.516,0.38
6995962,95.02,160.08,0.232,0.155,0.19
6995971,30.99,89.86,0.514,0.521,0.52
6997210,92.83,100.86,0.207,0.464,0.34
6997392,31.14,50.23,0.512,0.728,0.62
6998171,103.77,124.52,0.334,0.341,0.34
6998426,46.22,58.27,0.337,0.686,0.51
6999251,100.46,251.15,0.296,0.319,0.31
6999273,123.57,241.11,0.565,0.267,0.42
7000249,64.1,64.1,0.128,0.656,0.39
7000286,40.18,160.74,0.407,0.152,0.28
7000842,63.36,84.48,0.137,0.549,0.34
7000884,51.74,72.86,0.272,0.610,0.44
7000890,62.3,89.75,0.149,0.522,0.34
7000892,79.19,79.19,0.048,0.577,0.31
7001529,79.11,98.1,0.047,0.479,0.26
7001834,65.3,165.76,0.114,0.126,0.12
7001848,62.38,100.46,0.148,0.466,0.31
7002212,58.07,73.91,0.199,0.605,0.40
7003880,72.32,176.03,0.032,0.072,0.05
7004370,102.32,127.89,0.317,0.323,0.32
7005949,52.54,150.88,0.263,0.203,0.23
7006703,101.38,162.22,0.306,0.144,0.23
7006790,84.77,159.25,0.113,0.160,0.14
7008526,64.04,98.45,0.129,0.477,0.30
7008529,40.18,50.23,0.407,0.729,0.57
7008652,60.28,78.36,0.173,0.582,0.38
7008769,69.29,102.77,0.068,0.454,0.26
7009211,60.78,132.61,0.167,0.299,0.23
7010208,45.21,90.42,0.349,0.519,0.43
7010576,62.64,300.26,0.145,0.576,0.36
